power,frequency,xhop,yhop,amp,BER
1.0,21,2, -3,0.0378903678235,0.983436237839
1.0,21,3, -1,0.112555270841,0.972152203616
1.0,21,-2, 1,0.283659401493,0.873694893254
1.0,21,4, -1,0.0603211517079,0.981698631783
1.0,21,2, -1,0.291484894164,0.865318324615
1.0,21,3, -3,0.0237233320196,0.98448425287
1.0,21,4, 3,0.020248840362,0.984571330556
1.0,21,0, 2,0.224527624485,0.917287882135
1.0,21,-2, 3,0.0490027402782,0.982558046265
1.0,22,3, 0,0.134694497361,0.962703792592
1.0,22,-1, 3,0.0592339760454,0.98259707238
1.0,22,0, -2,0.204958895777,0.923245639636
1.0,22,-2, -3,0.0348100365943,0.985162120106
1.0,22,-2, -1,0.263517710482,0.877749164115
1.0,22,1, -3,0.0462923018575,0.984373121025
1.0,22,0, -4,0.0183786912909,0.986099450753
1.0,22,1, 3,0.060423855289,0.982737160117
1.0,22,1, 1,0.843114720993,0.378245349412
1.0,22,-3, -2,0.0690117214686,0.981587010417
1.0,22,4, -2,0.0325818410889,0.985434847183
1.0,22,3, 2,0.0565196515473,0.983264083884
1.0,22,-1, 1,0.836808101678,0.381794780518
1.0,22,2, 3,0.0409316546032,0.984837857134
1.0,22,4, -3,0.0159669191,0.986134805745
1.0,22,0, 1,1.43450237706,0.118597630936
1.0,22,4, 2,0.032723613954,0.985367355316
1.0,22,-3, -1,0.106702281649,0.972592185803
1.0,22,-3, 1,0.10662575906,0.972837677968
1.0,22,4, 0,0.0663471711196,0.981643818132
1.0,22,-1, -2,0.164061070954,0.948641144561
1.0,22,-1, -4,0.0178806856673,0.98620492364
1.0,22,3, 3,0.0249395403844,0.985773856107
1.0,22,4, -4,0.00983781996456,0.985963928874
1.0,22,2, -2,0.106095833021,0.974110372775
1.0,22,2, 1,0.270532908366,0.871842114155
1.0,22,-2, 0,0.465878348756,0.684778691078
1.0,22,0, 3,0.0682677141731,0.982125085928
1.0,22,2, 2,0.107618209442,0.972356275107
1.0,22,-2, 2,0.106148392114,0.973694702048
1.0,22,-3, 3,0.0358858171984,0.985144409699
1.0,22,0, -1,1.43483277467,0.11870386044
1.0,22,3, -2,0.052743627874,0.983664841356
1.0,22,-1, 2,0.163787482595,0.947875746212
1.0,22,3, 1,0.109843135222,0.971394004779
1.0,22,0, -3,0.0514328492074,0.983598566934
1.0,22,-1, -1,0.840320205939,0.379460992541
1.0,22,-2, -2,0.108746665931,0.972393234126
1.0,22,1, 2,0.163172435155,0.948011956054
1.0,22,1, -2,0.161551424765,0.949215340997
1.0,22,-3, -3,0.0263370626306,0.985786067789
1.0,22,1, -4,0.0164520917437,0.985801614169
1.0,22,2, 0,0.469418774292,0.681178872964
1.0,22,-2, -4,0.015983005972,0.986107851933
1.0,22,-1, 0,2.09248196014,0.024722549491
1.0,22,3, -4,0.0110337184729,0.986382344251
1.0,22,2, -4,0.0124654965773,0.986133138761
1.0,22,-3, 2,0.0758972697681,0.980578585429
1.0,22,-3, -4,0.0143080565305,0.985632366419
1.0,22,0, 0,6.14726318052,0
1.0,22,4, 1,0.0566690008724,0.983027813233
1.0,22,-3, 0,0.129806899058,0.965136145158
1.0,22,-1, -3,0.0506259753496,0.98375191983
1.0,22,1, 0,2.07339417573,0.0259070984869
1.0,22,2, -3,0.0349198111437,0.985169811895
1.0,22,3, -1,0.103368291418,0.974681066378
1.0,22,-2, 1,0.264037525269,0.875665082956
1.0,22,4, -1,0.0559560819696,0.983147282244
1.0,22,2, -1,0.271203333495,0.868934572338
1.0,22,3, -3,0.0215432623146,0.985607848367
1.0,22,4, 3,0.0185357750169,0.98602662779
1.0,22,0, 2,0.207697995254,0.920331967642
1.0,22,-2, 3,0.0450654878955,0.984420483385
1.0,23,3, 0,0.122919061138,0.963662615379
1.0,23,-1, 3,0.0544777639823,0.983600415756
1.0,23,0, -2,0.188928752201,0.92762939145
1.0,23,-2, -3,0.0318327422578,0.986045117792
1.0,23,-2, -1,0.245044905906,0.879979821844
1.0,23,1, -3,0.0423308517817,0.98527901829
1.0,23,0, -4,0.0166328665658,0.986778382415
1.0,23,1, 3,0.0550730169669,0.983862769659
1.0,23,1, 1,0.808267734473,0.371201603972
1.0,23,-3, -2,0.0641685288543,0.982528248092
1.0,23,4, -2,0.0297350258397,0.986120201067
1.0,23,3, 2,0.0528289313233,0.983763267904
1.0,23,-1, 1,0.802313499479,0.37559875557
1.0,23,2, 3,0.0379803834368,0.985472023024
1.0,23,4, -3,0.0143420144646,0.986767784498
1.0,23,0, 1,1.38892979809,0.111284467048
1.0,23,4, 2,0.0300963067255,0.986101237289
1.0,23,-3, -1,0.0963210837009,0.975607926551
1.0,23,-3, 1,0.0962430350601,0.975427594664
1.0,23,4, 0,0.0610856356219,0.982242680004
1.0,23,-1, -2,0.150316873497,0.950746266708
1.0,23,-1, -4,0.0161592285729,0.986378268915
1.0,23,3, 3,0.0232284423451,0.986247467212
1.0,23,4, -4,0.00878599476048,0.986929421037
1.0,23,2, -2,0.0976383801409,0.973789736461
1.0,23,2, 1,0.251531315702,0.873795874372
1.0,23,-2, 0,0.440528191474,0.687675014858
1.0,23,0, 3,0.0622500850257,0.983071754828
1.0,23,2, 2,0.0983756477325,0.974262601997
1.0,23,-2, 2,0.0967439945819,0.975231333858
1.0,23,-3, 3,0.032787265698,0.986031313911
1.0,23,0, -1,1.38915102751,0.111358835628
1.0,23,3, -2,0.0483874856808,0.98438912672
1.0,23,-1, 2,0.150004196612,0.951884016403
1.0,23,3, 1,0.100892831262,0.973850486107
1.0,23,0, -3,0.047695819087,0.984710173574
1.0,23,-1, -1,0.805763803838,0.372823922461
1.0,23,-2, -2,0.0994928278296,0.97326129972
1.0,23,1, 2,0.149559907351,0.952852063572
1.0,23,1, -2,0.147983847471,0.95216860037
1.0,23,-3, -3,0.0243472265613,0.986701580071
1.0,23,1, -4,0.0147811071254,0.98702308933
1.0,23,2, 0,0.443521676652,0.687415275412
1.0,23,-2, -4,0.0144055450523,0.9868285298
1.0,23,-1, 0,2.03630741333,0.0223838370352
1.0,23,3, -4,0.00982286655731,0.986887425175
1.0,23,2, -4,0.0112418497131,0.986638916217
1.0,23,-3, 2,0.0693877524039,0.981998792182
1.0,23,-3, -4,0.0127156573031,0.987181466473
1.0,23,0, 0,6.06531376252,0
1.0,23,4, 1,0.051818688876,0.983911635494
1.0,23,-3, 0,0.117715615562,0.967169218687
1.0,23,-1, -3,0.0466278085184,0.984809586281
1.0,23,1, 0,2.01693271518,0.0235896863943
1.0,23,2, -3,0.0322365967513,0.985624337546
1.0,23,3, -1,0.0948055228942,0.975219967542
1.0,23,-2, 1,0.245677708714,0.881270431711
1.0,23,4, -1,0.0520623425766,0.983741961191
1.0,23,2, -1,0.252138799288,0.87417735388
1.0,23,3, -3,0.0195304689992,0.986912488767
1.0,23,4, 3,0.017018740084,0.986898144209
1.0,23,0, 2,0.191645799111,0.924321662625
1.0,23,-2, 3,0.0414975762061,0.985389543171
1.0,24,3, 0,0.111827607139,0.966099887611
1.0,24,-1, 3,0.0499396245133,0.982546979116
1.0,24,0, -2,0.173808732503,0.930958571656
1.0,24,-2, -3,0.0290390796551,0.984889099966
1.0,24,-2, -1,0.227859248671,0.883957795433
1.0,24,1, -3,0.0385478719338,0.983986856924
1.0,24,0, -4,0.0149523795768,0.9856164893
1.0,24,1, 3,0.0498958383742,0.982651510356
1.0,24,1, 1,0.773862299765,0.372831919558
1.0,24,-3, -2,0.0595649527253,0.980856761148
1.0,24,4, -2,0.0269818527478,0.984976619862
1.0,24,3, 2,0.0493265981632,0.983064894423
1.0,24,-1, 1,0.768429792522,0.37850705714
1.0,24,2, 3,0.0352194358212,0.984065713328
1.0,24,4, -3,0.0127557143614,0.985668030533
1.0,24,0, 1,1.34258329232,0.108544511639
1.0,24,4, 2,0.027602075667,0.984718628087
1.0,24,-3, -1,0.0868030415555,0.974972474627
1.0,24,-3, 1,0.0867243219873,0.97483824247
1.0,24,4, 0,0.0560620508709,0.981542333075
1.0,24,-1, -2,0.13734155232,0.95226676236
1.0,24,-1, -4,0.0144986060916,0.98551733277
1.0,24,3, 3,0.0216932162539,0.985209758696
1.0,24,4, -4,0.00775442043815,0.985935240192
1.0,24,2, -2,0.0895016896017,0.974556530292
1.0,24,2, 1,0.233651673811,0.878734148559
1.0,24,-2, 0,0.41641854357,0.691246632149
1.0,24,0, 3,0.0564497278556,0.981753980079
1.0,24,2, 2,0.0895148540835,0.974519623267
1.0,24,-2, 2,0.0878552492925,0.974213335
1.0,24,-3, 3,0.0298191950605,0.984852588025
1.0,24,0, -1,1.34265248948,0.108467791013
1.0,24,3, -2,0.0442320303268,0.983214437284
1.0,24,-1, 2,0.137109271384,0.952142828535
1.0,24,3, 1,0.0923515201629,0.972440827926
1.0,24,0, -3,0.0442010848155,0.98323344737
1.0,24,-1, -1,0.771710667305,0.374485088715
1.0,24,-2, -2,0.0906911622339,0.972736949452
1.0,24,1, 2,0.136742885311,0.953747967597
1.0,24,1, -2,0.135118280389,0.95375101695
1.0,24,-3, -3,0.0225340926881,0.985130812776
1.0,24,1, -4,0.0131781801477,0.985524699748
1.0,24,2, 0,0.418724910367,0.689343041001
1.0,24,-2, -4,0.0128709137028,0.98572412892
1.0,24,-1, 0,1.97813139639,0.0209421297321
1.0,24,3, -4,0.00863841728302,0.985836022307
1.0,24,2, -4,0.0101113457323,0.985735587812
1.0,24,-3, 2,0.0631697193479,0.980252090776
1.0,24,-3, -4,0.011143208187,0.985572524384
1.0,24,0, 0,5.97246118425,0
1.0,24,4, 1,0.0471510475439,0.983186212824
1.0,24,-3, 0,0.10669351796,0.966962114108
1.0,24,-1, -3,0.0427841836005,0.983854326692
1.0,24,1, 0,1.95859948956,0.0221587954045
1.0,24,2, -3,0.0296802697481,0.984681973904
1.0,24,3, -1,0.086650557892,0.974946876364
1.0,24,-2, 1,0.228574995932,0.881480676126
1.0,24,4, -1,0.0483444968808,0.982310257187
1.0,24,2, -1,0.234162011477,0.879306202296
1.0,24,3, -3,0.017608625272,0.985483185234
1.0,24,4, 3,0.0156239478968,0.985325888796
1.0,24,0, 2,0.17660840919,0.927979280846
1.0,24,-2, 3,0.0381059981736,0.984140181031
1.0,25,3, 0,0.101546110462,0.968107646343
1.0,25,-1, 3,0.0459879598024,0.983149370481
1.0,25,0, -2,0.159784347445,0.934146512363
1.0,25,-2, -3,0.0266600853241,0.985214580993
1.0,25,-2, -1,0.212179043383,0.888316408018
1.0,25,1, -3,0.0352211511678,0.984576741779
1.0,25,0, -4,0.013444264672,0.98597943312
1.0,25,1, 3,0.045164284303,0.983474871023
1.0,25,1, 1,0.744289330923,0.364196369751
1.0,25,-3, -2,0.0557818685543,0.981941810268
1.0,25,4, -2,0.0245026365461,0.985465012658
1.0,25,3, 2,0.0464400257881,0.983075075282
1.0,25,-1, 1,0.739236158107,0.367166868403
1.0,25,2, 3,0.0329680230365,0.98499410776
1.0,25,4, -3,0.011298296398,0.985877328406
1.0,25,0, 1,1.30425712458,0.101474140404
1.0,25,4, 2,0.0254588418006,0.985470835343
1.0,25,-3, -1,0.0780562848751,0.97683201401
1.0,25,-3, 1,0.0779761264909,0.976804707381
1.0,25,4, 0,0.0517542049639,0.982158203232
1.0,25,-1, -2,0.125282035798,0.956673352487
1.0,25,-1, -4,0.0130003127153,0.98584828876
1.0,25,3, 3,0.0205334093129,0.98545090259
1.0,25,4, -4,0.00678123123116,0.98570297286
1.0,25,2, -2,0.0821067945434,0.975791707516
1.0,25,2, 1,0.217284044118,0.881418181027
1.0,25,-2, 0,0.395099527758,0.688852851902
1.0,25,0, 3,0.0511598415744,0.982801954037
1.0,25,2, 2,0.0813239331388,0.975043527216
1.0,25,-2, 2,0.0796900793152,0.976459855923
1.0,25,-3, 3,0.0272145614458,0.985264528318
1.0,25,0, -1,1.30425598221,0.101474520761
1.0,25,3, -2,0.0406048590203,0.983863232136
1.0,25,-1, 2,0.125121079134,0.956462158479
1.0,25,3, 1,0.084605314384,0.974549995531
1.0,25,0, -3,0.0413410103698,0.983919158962
1.0,25,-1, -1,0.742478065294,0.365878043055
1.0,25,-2, -2,0.0826173863258,0.974154567269
1.0,25,1, 2,0.124835771195,0.958085732368
1.0,25,1, -2,0.123164642943,0.957874880185
1.0,25,-3, -3,0.0211007601164,0.98563677439
1.0,25,1, -4,0.0117368109325,0.986066394034
1.0,25,2, 0,0.396614286602,0.687216841592
1.0,25,-2, -4,0.0114494603846,0.986152665376
1.0,25,-1, 0,1.93181974402,0.0188629742578
1.0,25,3, -4,0.00753067763858,0.986140432467
1.0,25,2, -4,0.00916381973761,0.98589450983
1.0,25,-3, 2,0.0575361657781,0.981525247492
1.0,25,-3, -4,0.00965304602535,0.98600259392
1.0,25,0, 0,5.91556403579,0
1.0,25,4, 1,0.0429761729281,0.983755693521
1.0,25,-3, 0,0.0965667559918,0.970213002503
1.0,25,-1, -3,0.0393890173441,0.984037769545
1.0,25,1, 0,1.91198221798,0.0199785525023
1.0,25,2, -3,0.0274783303074,0.985157246845
1.0,25,3, -1,0.0793443857237,0.975756182315
1.0,25,-2, 1,0.213050280285,0.886034509396
1.0,25,4, -1,0.0452308657653,0.983369842088
1.0,25,2, -1,0.217728332065,0.880996397852
1.0,25,3, -3,0.0159039568659,0.985719085201
1.0,25,4, 3,0.0144727956571,0.985712788543
1.0,25,0, 2,0.162679844051,0.930367810234
1.0,25,-2, 3,0.0351979653172,0.984661698784
1.0,26,3, 0,0.0915787550425,0.970249904967
1.0,26,-1, 3,0.0419992022393,0.98277068905
1.0,26,0, -2,0.146159685909,0.936486799777
1.0,26,-2, -3,0.0243812481781,0.984375578686
1.0,26,-2, -1,0.197011951872,0.891473719363
1.0,26,1, -3,0.0319323937946,0.983579666494
1.0,26,0, -4,0.0119747102627,0.985046614121
1.0,26,1, 3,0.040394357438,0.982722489707
1.0,26,1, 1,0.710962996206,0.372613819436
1.0,26,-3, -2,0.0517613004387,0.981158538682
1.0,26,4, -2,0.0220241108721,0.984463041651
1.0,26,3, 2,0.0434304810047,0.98203593357
1.0,26,-1, 1,0.706602741935,0.376732074636
1.0,26,2, 3,0.0307099837562,0.983836049727
1.0,26,4, -3,0.00984537239713,0.985222245569
1.0,26,0, 1,1.25721188652,0.101059760074
1.0,26,4, 2,0.0233373220981,0.984181737193
1.0,26,-3, -1,0.0698487981473,0.977411286632
1.0,26,-3, 1,0.0697749277063,0.977566751979
1.0,26,4, 0,0.04729991607,0.981598068364
1.0,26,-1, -2,0.113578414003,0.959606375779
1.0,26,-1, -4,0.0115289426001,0.985220615481
1.0,26,3, 3,0.0194454958541,0.984500383239
1.0,26,4, -4,0.00580711930678,0.98557585841
1.0,26,2, -2,0.0746309781668,0.974759292479
1.0,26,2, 1,0.201242525506,0.886391614839
1.0,26,-2, 0,0.373071627159,0.697719808969
1.0,26,0, 3,0.0458417385714,0.981975189072
1.0,26,2, 2,0.0731796610545,0.975775138393
1.0,26,-2, 2,0.0716758334338,0.976736283594
1.0,26,-3, 3,0.0245993749851,0.984198069303
1.0,26,0, -1,1.25702995477,0.101348462988
1.0,26,3, -2,0.036992339684,0.98260142066
1.0,26,-1, 2,0.113644406451,0.959434386868
1.0,26,3, 1,0.0768247340014,0.974192218471
1.0,26,0, -3,0.0384834513594,0.982919367635
1.0,26,-1, -1,0.709571375265,0.372389157018
1.0,26,-2, -2,0.0746119099108,0.975033074832
1.0,26,1, 2,0.113315415777,0.960406900233
1.0,26,1, -2,0.111488498345,0.961194711576
1.0,26,-3, -3,0.0197576714506,0.984684207478
1.0,26,1, -4,0.0103479630365,0.985045615756
1.0,26,2, 0,0.373732178152,0.697980129147
1.0,26,-2, -4,0.0100350742566,0.985274325893
1.0,26,-1, 0,1.87116230516,0.0171294636964
1.0,26,3, -4,0.00642830082584,0.985044805092
1.0,26,2, -4,0.0083082261874,0.985156222073
1.0,26,-3, 2,0.0518685711523,0.981357319558
1.0,26,-3, -4,0.00814297117257,0.985255694405
1.0,26,0, 0,5.80653539826,0
1.0,26,4, 1,0.0387712175352,0.982486731298
1.0,26,-3, 0,0.0871506877532,0.97168301248
1.0,26,-1, -3,0.0359537981344,0.983068508036
1.0,26,1, 0,1.8513570969,0.0181885294261
1.0,26,2, -3,0.0252772883348,0.98413056719
1.0,26,3, -1,0.0719995665336,0.976325720296
1.0,26,-2, 1,0.197942395686,0.8916417038
1.0,26,4, -1,0.0419722444097,0.982539846516
1.0,26,2, -1,0.201558891632,0.886932855583
1.0,26,3, -3,0.0142463915348,0.984929772636
1.0,26,4, 3,0.0134155253651,0.985015575474
1.0,26,0, 2,0.149268871795,0.93459695695
1.0,26,-2, 3,0.0322679326479,0.983901186175
1.0,27,3, 0,0.0822380333974,0.972233032663
1.0,27,-1, 3,0.0389765383199,0.983262337667
1.0,27,0, -2,0.133046116277,0.941183601937
1.0,27,-2, -3,0.0227430172565,0.984575031274
1.0,27,-2, -1,0.18255498664,0.89673027087
1.0,27,1, -3,0.0293650482278,0.984098500871
1.0,27,0, -4,0.0107330670252,0.985793147099
1.0,27,1, 3,0.0363102792869,0.98335703246
1.0,27,1, 1,0.68384763089,0.367151531914
1.0,27,-3, -2,0.0493003997241,0.981009290612
1.0,27,4, -2,0.0199402902255,0.98495046075
1.0,27,3, 2,0.0414739239151,0.982900246518
1.0,27,-1, 1,0.679736816837,0.369656747266
1.0,27,2, 3,0.0293170584663,0.984176536672
1.0,27,4, -3,0.00856870313473,0.985874211491
1.0,27,0, 1,1.22212949384,0.0965851631749
1.0,27,4, 2,0.0217697571251,0.984760288976
1.0,27,-3, -1,0.0621431152497,0.978478233806
1.0,27,-3, 1,0.0620354007786,0.978188848027
1.0,27,4, 0,0.0442119856521,0.982035694772
1.0,27,-1, -2,0.102400014406,0.961339449223
1.0,27,-1, -4,0.010294081599,0.985551418856
1.0,27,3, 3,0.0189324608142,0.984919122381
1.0,27,4, -4,0.0048990003112,0.985962235237
1.0,27,2, -2,0.068179224148,0.975847739912
1.0,27,2, 1,0.186047357478,0.892348287002
1.0,27,-2, 0,0.353637938479,0.698032452501
1.0,27,0, 3,0.0413049591773,0.982761096043
1.0,27,2, 2,0.0658132959643,0.977296901422
1.0,27,-2, 2,0.0645156921622,0.976598882223
1.0,27,-3, 3,0.0226305719765,0.984847750583
1.0,27,0, -1,1.22198445771,0.0967805212045
1.0,27,3, -2,0.0342275945613,0.983951176724
1.0,27,-1, 2,0.102528910975,0.961957902571
1.0,27,3, 1,0.0701597794882,0.975092824484
1.0,27,0, -3,0.0366952515781,0.983307024713
1.0,27,-1, -1,0.682802068262,0.366396211825
1.0,27,-2, -2,0.0675121284682,0.977052174401
1.0,27,1, 2,0.102297024341,0.961490863442
1.0,27,1, -2,0.100416305555,0.962777080823
1.0,27,-3, -3,0.0189962476553,0.984899584453
1.0,27,1, -4,0.00919616893892,0.985726489978
1.0,27,2, 0,0.353340381046,0.697251609903
1.0,27,-2, -4,0.00877905974483,0.985925201651
1.0,27,-1, 0,1.82940468547,0.0154408809926
1.0,27,3, -4,0.00542845817859,0.98590224127
1.0,27,2, -4,0.00774651334773,0.985366838752
1.0,27,-3, 2,0.0471465208301,0.98194305322
1.0,27,-3, -4,0.00672101818318,0.985973013062
1.0,27,0, 0,5.76212009536,0
1.0,27,4, 1,0.0353617089844,0.983551884791
1.0,27,-3, 0,0.0780682799938,0.972705313002
1.0,27,-1, -3,0.0332422227999,0.983923129455
1.0,27,1, 0,1.80923801951,0.0164969910686
1.0,27,2, -3,0.0236290265301,0.984862405693
1.0,27,3, -1,0.065916420143,0.977036506423
1.0,27,-2, 1,0.183719410546,0.893441398695
1.0,27,4, -1,0.0398044589221,0.98307533951
1.0,27,2, -1,0.186327702494,0.893070782899
1.0,27,3, -3,0.0129344165059,0.985459903019
1.0,27,4, 3,0.0126948925599,0.985633001696
1.0,27,0, 2,0.136266190506,0.939415066818
1.0,27,-2, 3,0.0301684197612,0.984309123264
1.0,28,3, 0,0.0737837670552,0.974002138062
1.0,28,-1, 3,0.0360818427833,0.98300440646
1.0,28,0, -2,0.121411352831,0.948192949388
1.0,28,-2, -3,0.0213878518617,0.985539716051
1.0,28,-2, -1,0.169997406927,0.901512990686
1.0,28,1, -3,0.0270527339636,0.984426308404
1.0,28,0, -4,0.00967455728984,0.985942904341
1.0,28,1, 3,0.0324036505446,0.983843656635
1.0,28,1, 1,0.65642506971,0.366951611516
1.0,28,-3, -2,0.0465589387718,0.981683585599
1.0,28,4, -2,0.0180316294369,0.985464788929
1.0,28,3, 2,0.0394909150022,0.982902154233
1.0,28,-1, 1,0.652972187465,0.369695437485
1.0,28,2, 3,0.0280013337362,0.984547555603
1.0,28,4, -3,0.00740818120678,0.986315630069
1.0,28,0, 1,1.18384425844,0.0920081274821
1.0,28,4, 2,0.0203632374894,0.985501305437
1.0,28,-3, -1,0.0553781277654,0.979754149765
1.0,28,-3, 1,0.0552646216808,0.979393289722
1.0,28,4, 0,0.0409999342144,0.982569535798
1.0,28,-1, -2,0.0923789189177,0.965440061189
1.0,28,-1, -4,0.00921074925193,0.986345011534
1.0,28,3, 3,0.0185494887071,0.98555177878
1.0,28,4, -4,0.00404851703981,0.986621187997
1.0,28,2, -2,0.0620033752028,0.976919939862
1.0,28,2, 1,0.172582370987,0.901163090692
1.0,28,-2, 0,0.335590837451,0.707942087069
1.0,28,0, 3,0.0369655456425,0.983203867286
1.0,28,2, 2,0.0589076378833,0.978698573687
1.0,28,-2, 2,0.0578322311472,0.978196368557
1.0,28,-3, 3,0.0207633988535,0.985322238675
1.0,28,0, -1,1.18355530589,0.0919499289149
1.0,28,3, -2,0.0316867650309,0.984304955517
1.0,28,-1, 2,0.0927740218038,0.964522402486
